0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228.968148,1130.318219,1401.043729,1226.968301,1313.540402,1095.390314,1137.596271,1191.434711,1146.260663,1107.958409,1122.412269,1126.916381,1167.159799,1208.32361,1265.636926,1247.902001,1245.855843,1382.473248,1239.831547,1193.979158,1115.195392,1121.945335,1195.671952,1155.590767,1243.321438,1269.860155,1237.408081,1424.14524,1401.143326,1282.602609,1330.43235,1338.417025,1706.76378,1406.683336,1415.815003,1325.111281,1376.75914,1349.96482,1271.136256,1282.924941,1240.969511,1204.94278,1127.779065,1173.193157,1088.474871,1155.948589,1037.757453,1124.521524,1064.391642,1233.58535,1104.243295,1091.692535,1192.98689,1107.441825,1280.791998,1162.226263,1149.62921,1021.049768,1146.804933,1217.390681,1248.633297,1120.687278,1100.216975,1180.013622,1104.478183,1227.79828,1108.190785,1183.60194,1134.47005,1145.015301,1095.705507,1176.796591,1227.611182,1213.732015,1257.067679,1291.136143,1229.002263,1111.714021,1136.155059,1154.019294,1140.330373,1165.038322,1126.312241,1116.610556,981.326242,1011.90305,1022.977401,1081.681154,1011.528276
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124.797296,1155.393702,1154.112664,1143.60276,1289.30592,1221.261359,1193.716925,1156.668077,1161.242154,1122.565979,1122.045011,1200.237122,1177.708865,1252.836259,1231.728743,1306.450934,1376.368348,1273.282665,1292.32467,1258.139331,1244.694539,1239.249309,1132.641804,1126.685577,1217.612463,1187.670043,1260.007894,1359.32927,1249.630044,1421.656907,1368.670069,1383.421588,1340.877783,1476.209221,1432.560789,1433.288614,1378.673891,1310.577385,1241.57685,1208.663254,1204.577943,1148.347535,1166.722959,1128.577869,1108.913176,1143.91087,1037.203283,1087.27907,1148.127855,1073.620399,1135.684235,1079.026167,1046.368498,1054.129277,1122.017296,1141.689371,1126.292482,1157.622744,1090.502817,1263.654243,1156.752998,1218.575115,1197.958401,1209.711135,1201.43771,1279.262127,1190.720012,1226.151599,1211.017239,1079.805308,1126.786225,1207.187627,1195.12259,1191.028609,1243.091354,1261.557302,1191.418524,1210.343304,1299.93436,1090.411539,1129.060912,1092.716071,1134.252191,1104.195564,1007.595823,998.291142,1050.993481,1120.924482,1064.831199
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1265.347395,1324.404286,1211.189777,1239.196724,1245.521468,1193.70555,1187.206006,1109.196666,1178.338675,1206.635706,1274.187386,1145.139633,1321.517374,1277.18392,1323.196651,1282.56061,1372.540992,1235.124186,1425.393724,1308.671197,1193.038325,1219.737569,1186.280758,1184.330164,1241.308249,1270.398048,1277.948102,0,0,1423.182964,1437.641706,1464.479385,1488.59038,1449.663473,1461.57719,1458.679597,1700.6119,1406.00515,1271.474612,1285.410499,1277.162241,1159.3461,1165.681693,1140.130542,1177.633783,1085.368317,1088.163823,1128.743095,1138.051751,1185.463083,1189.22651,1196.946874,1349.562558,1098.377461,1183.59534,1113.353584,1133.936628,1196.280934,1204.74946,1285.905645,1231.961991,1210.025869,1220.123095,1214.047925,1358.780407,1206.667792,1281.930553,1315.937871,1245.266381,1144.142646,1154.910923,1320.681671,1286.439898,1254.384577,1187.871297,1243.94608,1212.026949,0,0,0,1176.877271,1235.217013,1177.280245,1051.606117,1018.969364,1008.980394,1103.383059,1027.391924,1081.034448
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310.632032,0,0,0,0,0,0,0,0,0,0,0,0,0,1126.444294,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211.543929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
