6.430720187e-08	3.320390626e-12	0	0	0	0	0	0	0	0	0	0
1.239198421e-07	2.79426153e-13	0	0	0	0	0	0	0	0	0	0
1.866181365e-07	1.856682495e-13	0	0	0	0	0	0	0	0	0	0
4.509772503e-07	3.839294888e-13	0	0	0	0	0	0	0	0	0	0
1.667337137e-06	9.44735217e-13	0	0	0	0	0	0	0	0	0	0
6.983724658e-06	3.550048911e-12	0	0	0	0	0	0	0	0	0	0
2.939812261e-05	1.439159346e-11	0	0	0	0	0	0	0	0	0	0
8.458319325e-05	3.81915318e-11	0	0	0	0	0	0	0	0	0	0
6.986549148e-05	2.622927798e-11	0	0	0	0	0	0	0	0	0	0
6.981981883e-05	2.627715719e-11	0	0	0	0	0	0	0	0	0	0
6.960931406e-05	2.628569448e-11	0	0	0	0	0	0	0	0	0	0
6.927785425e-05	2.629402298e-11	0	0	0	0	0	0	0	0	0	0
6.884550901e-05	2.628525489e-11	0	0	0	0	0	0	0	0	0	0
6.832137509e-05	2.627679022e-11	0	0	0	0	0	0	0	0	0	0
6.771021452e-05	2.627495261e-11	0	0	0	0	0	0	0	0	0	0
6.701532111e-05	2.624906178e-11	0	0	0	0	0	0	0	0	0	0
6.623927395e-05	2.625048058e-11	0	0	0	0	0	0	0	0	0	0
6.538502374e-05	2.623359693e-11	0	0	0	0	0	0	0	0	0	0
6.44552745e-05	2.621975381e-11	0	0	0	0	0	0	0	0	0	0
6.345370969e-05	2.621392673e-11	0	0	0	0	0	0	0	0	0	0
6.238350372e-05	2.619001658e-11	0	0	0	0	0	0	0	0	0	0
6.124865168e-05	2.618324342e-11	0	0	0	0	0	0	0	0	0	0
6.005324725e-05	2.616818473e-11	0	0	0	0	0	0	0	0	0	0
5.880146121e-05	2.615880301e-11	0	0	0	0	0	0	0	0	0	0
5.749812006e-05	2.614375542e-11	0	0	0	0	0	0	0	0	0	0
5.614821803e-05	2.612303261e-11	0	0	0	0	0	0	0	0	0	0
5.475683376e-05	2.611360115e-11	0	0	0	0	0	0	0	0	0	0
5.332913818e-05	2.609930792e-11	0	0	0	0	0	0	0	0	0	0
5.187068283e-05	2.608363248e-11	0	0	0	0	0	0	0	0	0	0
5.038741552e-05	2.608510378e-11	0	0	0	0	0	0	0	0	0	0
4.888501955e-05	2.608156642e-11	0	0	0	0	0	0	0	0	0	0
4.73693136e-05	2.606696691e-11	0	0	0	0	0	0	0	0	0	0
4.584666511e-05	2.604919548e-11	0	0	0	0	0	0	0	0	0	0
