1.222672752e-08	1.715970638e-12	0	0	0	0	0	0	0	0	0	0
1.999750167e-08	5.834560241e-13	0	0	0	0	0	0	0	0	0	0
2.690114331e-08	3.550878017e-13	0	0	0	0	0	0	0	0	0	0
3.603346862e-08	9.545314101e-14	0	0	0	0	0	0	0	0	0	0
8.086141906e-08	9.487461202e-14	0	0	0	0	0	0	0	0	0	0
3.064012535e-07	1.009465973e-13	0	0	0	0	0	0	0	0	0	0
1.372755216e-06	3.996572782e-13	0	0	0	0	0	0	0	0	0	0
3.951835896e-06	9.71027493e-13	0	0	0	0	0	0	0	0	0	0
3.397899263e-06	5.975655465e-13	0	0	0	0	0	0	0	0	0	0
3.396810416e-06	5.974597389e-13	0	0	0	0	0	0	0	0	0	0
3.388599777e-06	5.952706375e-13	0	0	0	0	0	0	0	0	0	0
3.375587076e-06	5.914183331e-13	0	0	0	0	0	0	0	0	0	0
3.358794583e-06	5.889153881e-13	0	0	0	0	0	0	0	0	0	0
3.338675983e-06	5.851533813e-13	0	0	0	0	0	0	0	0	0	0
3.315443299e-06	5.805652616e-13	0	0	0	0	0	0	0	0	0	0
3.289217457e-06	5.751860932e-13	0	0	0	0	0	0	0	0	0	0
3.260090552e-06	5.679542653e-13	0	0	0	0	0	0	0	0	0	0
3.228146408e-06	5.628351792e-13	0	0	0	0	0	0	0	0	0	0
3.193477207e-06	5.556849072e-13	0	0	0	0	0	0	0	0	0	0
3.156171593e-06	5.47249592e-13	0	0	0	0	0	0	0	0	0	0
3.116326084e-06	5.398938475e-13	0	0	0	0	0	0	0	0	0	0
3.074048231e-06	5.304080115e-13	0	0	0	0	0	0	0	0	0	0
3.029443152e-06	5.22060978e-13	0	0	0	0	0	0	0	0	0	0
2.982623768e-06	5.136337748e-13	0	0	0	0	0	0	0	0	0	0
2.933711914e-06	5.033008076e-13	0	0	0	0	0	0	0	0	0	0
2.882838494e-06	4.931914568e-13	0	0	0	0	0	0	0	0	0	0
2.830124298e-06	4.827915428e-13	0	0	0	0	0	0	0	0	0	0
2.775700412e-06	4.71735752e-13	0	0	0	0	0	0	0	0	0	0
2.719708629e-06	4.62316244e-13	0	0	0	0	0	0	0	0	0	0
2.662287838e-06	4.514182384e-13	0	0	0	0	0	0	0	0	0	0
2.603571459e-06	4.393084711e-13	0	0	0	0	0	0	0	0	0	0
