1217.011279,1392.763324,1550.11884,1372.373946,1298.878375,1498.984951,1579.575134,1735.477902,1911.306053,1892.527363,1983.414238,1857.393195,1960.371184,2066.599005,2073.208793,1949.045981,2039.867911,1861.633794,1976.764179,2079.71233,1986.374107,2067.096183,2081.049068,1911.888166,1957.798111,2144.60964,1844.76533,2030.610921,2088.064878,2225.50369,2058.554237,1947.630109,2061.3653,1724.169683,1904.388029,1906.816953,2058.638428,1915.45082,1994.064714,2315.204441,2076.517056,1956.012544,1903.754322,2047.933475,2028.093737,2031.66692,1998.514698,2122.019109,2016.335993,2238.908637,2272.938005,2048.312121,2005.134244,1792.196867,1845.554817,1850.587458,2090.248835,2031.10735,2106.424665,2195.094224,2199.352895,2235.050658,2222.123021,2221.400903,2436.244222,2164.493931,2154.304423,2030.457609,1897.397338,1767.12325,1937.569347,1665.286984,1731.936069,1730.161807,1888.326504,1900.517961,1760.106816,1673.474642,1620.696871,1961.304067,1616.235864,1896.612914,1790.591447,1788.578415,1904.646697,1747.920171,1739.505997,1785.309562,1853.093744,1747.698608,1749.989509,1876.898432
1581.920793,1472.229663,1479.901312,1507.983121,1560.184481,1687.103653,1627.698912,1972.667072,2136.46195,2210.626979,2345.92615,2228.834232,2010.091156,2214.074178,2259.05754,2431.45236,2457.014279,2059.081382,2346.059231,2393.974509,2397.405621,2309.298136,2431.161718,2051.456498,2364.547344,2309.340297,2335.150044,2253.986632,2312.555028,1992.549914,1994.788285,2473.755842,2185.409639,2252.014072,2229.380192,2191.411033,2168.420155,2017.8186,2141.913283,2343.238902,2070.426474,1945.429465,2164.534116,2224.458411,2124.586349,2225.824179,2083.12787,2332.916318,2310.452231,2321.833729,2348.774733,2192.24016,2287.948469,2278.960355,2173.249225,2306.982419,2421.508145,2335.227298,2420.56403,2465.913991,2634.949924,2513.946114,2681.979302,2721.807818,2565.885911,2450.236807,2427.011294,2150.607458,2259.396668,2275.706889,1977.334572,1998.290402,1868.175308,2018.466892,1860.700859,1958.150717,2084.96704,2087.635889,2228.282385,2191.839806,1780.921224,2117.244846,2050.333947,2036.127429,1980.12523,1844.892368,1970.175954,2053.234547,1959.051803,1914.164988,2142.927551,2100.805706
1833.842898,1921.358964,1844.480372,1747.770907,1699.824244,1711.953304,1878.252128,2026.884928,2343.794078,2457.953665,2600.741606,2626.631757,2493.454259,2494.050782,2593.388951,0,0,0,2599.850133,2611.122438,2635.49437,2662.736364,2680.47386,2546.916232,2793.93706,2632.334787,2664.145683,2678.077786,2711.107433,2563.671419,2650.166717,2840.573413,2698.988513,2620.081913,2566.357851,2462.203997,2583.4266,2645.809504,2525.423296,2600.089419,2540.742075,2488.14969,2668.236293,2544.974341,2463.985532,2316.461203,2754.342652,2651.20903,2580.194331,2822.704734,2522.454094,2583.192946,2409.081708,2571.856554,2595.869745,2476.541772,2465.487622,2476.653352,2654.928206,2736.157325,2752.225405,2893.283384,2961.952782,2777.134225,2773.725356,2942.89012,2618.585917,2795.17444,2571.541331,2502.722445,2429.034997,2495.018817,2356.918211,2354.44406,2430.464653,2468.759273,2090.329027,2607.036909,2425.624844,2375.094161,2297.350476,2444.314986,2395.516232,2412.210055,2591.436131,2195.747459,2365.55905,2553.353053,2169.680217,2178.596371,2480.254598,2380.978409
0,0,0,0,0,1911.828131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
