0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3872.739418,4723.4122,4611.948896,4617.146588,4900.268701,4827.693269,4625.596439,4428.244085,4506.931911,4372.724653,4473.331915,4488.09799,4683.466387,5090.789561,5141.238478,5258.301142,5350.071779,5486.404696,5550.056805,5578.208976,5257.325838,5176.0086,5135.98535,4976.926262,4960.000151,4898.011467,4940.667187,4797.334608,4700.087524,4585.968473,4409.60731,4254.398949,4078.630731,3854.823212,3926.849893,3988.002828,4024.763324,4086.375347,4075.294006
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4494.183676,4840.86774,5132.580248,5123.267422,4938.670965,5000.092461,4949.029851,4911.614734,4916.899563,4808.230467,4630.928372,4649.097352,4731.058617,5290.376596,5482.720211,5827.62064,6056.930162,5819.876997,6226.8552,5772.394035,5681.28218,5585.150991,5219.878897,5298.67485,5103.116068,5436.436227,5337.421956,5316.108014,5034.262775,4859.279199,4999.5853,4569.062025,4357.584241,4382.976223,4365.784489,4158.499894,4214.977413,4232.623141,4333.755815
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5160.533824,5381.724024,5215.394374,5563.726396,5329.316123,5376.208998,5109.271045,5147.405962,5097.600573,5341.866704,4970.565798,5436.656258,5404.522173,5776.017776,5928.219136,5933.784623,6224.699952,6311.010958,6264.185962,6179.640482,6006.451952,6060.282067,5716.442582,5884.210007,5603.850117,6065.340177,5778.02572,5434.388716,5342.95486,5332.697478,5039.992871,5139.376144,4588.178567,4490.599085,4594.487036,4644.10871,4913.16927,4732.74167,4705.641485
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6222.646755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
