3003.028264,3743.738669,4293.257946,4082.777304,3991.325787,4356.890118,4680.018351,4506.979912,4855.267272,4925.544678,4812.227341,4892.822585,4900.696667,5124.763456,4734.614746,4690.458309,4597.642259,4776.547984,4883.961329,4839.080582,4840.010659,4578.681102,4872.144442,4667.031708,4597.388688,4759.267443,4453.62776,4497.306524,4275.794237,3903.758748,3807.701256,3788.68019,3668.886363,3580.248006,3765.408413,3808.709136,3542.83981,3654.188953,3777.375981,3787.10603,3863.077492,3865.476823,3779.398344,3806.80661
4508.887613,4197.854106,4353.163076,3934.00986,4066.892951,4201.05888,4663.729294,5101.676589,5596.983149,5622.972865,5402.256029,5475.627973,5482.47171,5264.872125,5431.933607,4929.043621,5069.112733,5325.814369,4877.413975,4991.276233,4941.097053,5246.38016,5357.199085,5211.907868,4892.627984,4854.600021,4903.577046,4365.192686,4738.048469,4442.541917,4550.516575,3969.459472,3989.294412,3809.393708,3970.221809,3849.389736,3816.633062,3852.242054,4337.426333,3995.721398,4059.299236,3791.851179,3807.927123,3954.198098
4574.381455,4903.401039,4899.049007,4934.923232,4407.34774,4923.569113,5401.43605,5668.150654,5555.536865,6166.887403,5623.334715,5547.165236,5841.905509,5557.13643,0,0,0,0,5689.103075,5364.613503,5763.468642,5924.879347,5725.654886,5807.454213,5413.333135,5644.074224,5104.969466,4982.394848,5035.506229,4668.938523,4651.644586,4564.73492,4728.901892,4439.811729,4283.95365,4133.85577,4128.004,3971.509477,4355.451032,4541.395634,4230.245702,4457.475293,4366.138865,4748.861163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
