3451.926964,3804.695229,3773.292162,3935.672125,3669.029459,4193.020019,4526.285051,4683.410914,4812.503811,4943.048877,4926.341086,4869.403488,5007.092633,4966.804781,4796.81403,4716.939187,4769.108417,4784.786347,4639.380778,4513.929386,4475.090231,4541.607917,4662.567221,4750.781748,4694.382265,4609.274525,4443.457869,4431.185877,4248.158464,4245.587789,4064.69954,3970.251603,3717.76826,3706.333542,3401.013135,3334.263778,3460.665185,3750.227319,3557.565502,3645.208561,3877.532992,3790.893389,3853.738047,4026.685443,4089.523761
4050.280764,4138.734396,4129.943324,3995.691332,4065.585078,4446.402031,4630.604619,5423.846502,5337.558152,5236.971684,5189.238532,5328.98844,5478.814556,5240.448983,5360.824372,5280.589807,5051.309352,5301.830187,4850.101925,5126.37956,4694.342556,4822.716487,5134.013884,4933.239229,4905.172255,4847.393084,4924.009126,4534.271051,4446.421695,4360.982608,4224.081148,3925.636662,3734.363672,3811.402044,3836.842343,3622.303344,3695.664388,3727.115219,4017.933775,4090.037606,3980.198999,3921.871591,3934.832675,4357.684236,4521.193771
4867.658674,4391.659417,4497.529508,4469.34332,4524.934007,5027.636631,5070.912014,5540.545913,5486.329389,5665.988015,5681.950223,5662.805297,5879.449691,0,0,0,0,5485.894224,5260.859745,5406.878361,5029.005314,5239.354338,5367.130561,5417.022432,5255.110171,5679.794039,5518.251872,5386.608106,5114.023537,4667.102339,4569.685554,4334.883177,4291.771599,4339.697528,3995.693608,3968.68061,4181.011008,4295.716162,4545.894758,4690.306613,4520.95704,4506.401639,4538.026502,4649.656486,4555.708702
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
